# x, y_pred
0.000000000000000000e+00 -1.000000000000000000e+00 9.940000176429748535e-01 9.901652932167053223e-01 -1.918971538543701172e-04
-1.000000000000000000e+00 3.333333730697631836e-01 9.980000257492065430e-01 9.903305768966674805e-01 -4.587024450302124023e-04
-1.000000000000000000e+00 -1.111111044883728027e-01 1.006000041961669922e+00 9.906611442565917969e-01 -2.188906073570251465e-04
2.500000000000000000e-01 1.000000000000000000e+00 9.908000230789184570e-01 9.908264279365539551e-01 2.107620239257812500e-04
1.000000000000000000e+00 1.111111640930175781e-01 9.987999796867370605e-01 9.911570549011230469e-01 -7.675290107727050781e-04
-1.000000000000000000e+00 7.777777910232543945e-01 1.002799987792968750e+00 9.913223385810852051e-01 2.811402082443237305e-04
1.250000000000000000e-01 -1.000000000000000000e+00 1.006799936294555664e+00 9.914876222610473633e-01 -3.777742385864257812e-04
-1.250000000000000000e-01 1.000000000000000000e+00 1.007599949836730957e+00 9.923140406608581543e-01 -4.140734672546386719e-04
-9.375000000000000000e-01 1.000000000000000000e+00 9.963999986648559570e-01 9.926446080207824707e-01 -1.936703920364379883e-04
5.625000000000000000e-01 -1.000000000000000000e+00 1.008399963378906250e+00 9.931405186653137207e-01 -5.962848663330078125e-04
8.125000000000000000e-01 1.000000000000000000e+00 1.005200028419494629e+00 9.938016533851623535e-01 -3.683120012283325195e-04
1.000000000000000000e+00 2.592592239379882812e-01 9.901599884033203125e-01 9.941322207450866699e-01 -2.925097942352294922e-05
-1.000000000000000000e+00 -3.086419701576232910e-01 1.002159953117370605e+00 9.946281313896179199e-01 -2.307146787643432617e-04
1.000000000000000000e+00 -8.641976118087768555e-02 9.949600100517272949e-01 9.951239824295043945e-01 6.318092346191406250e-06
-4.687500000000000000e-01 1.000000000000000000e+00 1.006960034370422363e+00 9.956198334693908691e-01 -2.004206180572509766e-04
-1.000000000000000000e+00 -9.012345671653747559e-01 9.957600235939025879e-01 9.959504008293151855e-01 -2.204105257987976074e-04
-2.187500000000000000e-01 1.000000000000000000e+00 1.003759980201721191e+00 9.962809681892395020e-01 -2.182424068450927734e-04
-1.000000000000000000e+00 -1.234567165374755859e-02 9.925600290298461914e-01 9.966115951538085938e-01 -7.703676819801330566e-04
1.562500000000000000e-01 1.000000000000000000e+00 9.965599775314331055e-01 9.967768788337707520e-01 2.556443214416503906e-04
-5.937500000000000000e-01 1.000000000000000000e+00 1.008559942245483398e+00 9.972727298736572266e-01 -1.595914363861083984e-05
1.000000000000000000e+00 5.061728954315185547e-01 1.001359939575195312e+00 9.977685809135437012e-01 -7.221251726150512695e-04
-9.062500000000000000e-01 -1.000000000000000000e+00 1.005360007286071777e+00 9.979338645935058594e-01 -2.290681004524230957e-04
9.375000000000000000e-02 1.000000000000000000e+00 1.009359955787658691e+00 9.980991482734680176e-01 -1.035034656524658203e-04
5.937500000000000000e-01 -1.000000000000000000e+00 9.943200349807739258e-01 9.984297752380371094e-01 1.448243856430053711e-04
1.000000000000000000e+00 9.506173133850097656e-01 1.002320051193237305e+00 9.987603425979614258e-01 -2.286881208419799805e-04
-1.000000000000000000e+00 -9.506173133850097656e-01 1.006319999694824219e+00 9.989256262779235840e-01 -5.092471837997436523e-05
8.437500000000000000e-01 -1.000000000000000000e+00 9.911199808120727539e-01 9.990909099578857422e-01 1.603513956069946289e-04
1.000000000000000000e+00 1.604938507080078125e-01 9.959200024604797363e-01 1.000082612037658691e+00 5.249679088592529297e-05
1.000000000000000000e+00 -8.765432238578796387e-01 1.003919959068298340e+00 1.000413179397583008e+00 -3.226399421691894531e-04
-1.000000000000000000e+00 -2.098765373229980469e-01 1.007920026779174805e+00 1.000578522682189941e+00 1.901909708976745605e-04
2.656250000000000000e-01 -1.000000000000000000e+00 1.008720040321350098e+00 1.001405000686645508e+00 5.298852920532226562e-05
-1.000000000000000000e+00 2.345678806304931641e-01 9.935200214385986328e-01 1.001570224761962891e+00 -6.101578474044799805e-04
